Date_2023,Age_days,Injury,Clonality,Spec,CGO,Removed_AB,SLA,LDMC,SRL,RDMC,Root_diameter,BB,AB,Flowering,N_roots,C_roots,N_leaves
22.6.,80,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,414.46,0.11,449.2842,0.0505,0.2335,0.3693,3.1533,N,2.6,34.97,5.91
22.6.,80,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,422.3,0.11,460.0268,0.0601,0.2099,0.2673,2.281,Y,2.48,35.58,5.15
22.6.,80,N,non-clon,Lythrum_salicaria_L.,NA,NA,516.94,0.14,313.8519,0.0602,0.3119,0.9037,4.9734,N,2.18,41.23,3.95
22.6.,80,N,non-clon,Lythrum_salicaria_L.,NA,NA,307.94,0.21,437.7186,0.0598,0.2535,3.3241,12.2379,Y,1.61,39.72,2.83
22.6.,80,N,non-clon,Lythrum_salicaria_L.,NA,NA,306.16,0.21,421.6366,0.0505,0.2596,3.3638,13.2469,Y,1.65,38.72,2.26
22.6.,80,N,non-clon,Lythrum_salicaria_L.,NA,NA,293.31,0.22,390.3244,0.0631,0.2385,3.2567,13.9066,Y,1.62,39.31,2.56
22.6.,80,N,non-clon,Lythrum_salicaria_L.,NA,NA,238.22,0.27,340.0284,0.0723,0.2679,3.0084,13.0206,Y,1.66,41.64,2.14
22.6.,80,N,non-clon,Lythrum_salicaria_L.,NA,NA,347.44,0.17,464.4832,0.0574,0.2524,2.5659,9.276,Y,1.52,37.87,3.49
22.6.,80,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,247.53,0.3,171.3995,0.1338,0.2486,2.6912,8.8403,N,1.97,42.65,1.57
22.6.,80,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,320.33,0.22,417.1215,0.0739,0.2305,2.8667,9.2473,Y,1.54,42.4,1.94
22.6.,80,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,281.92,0.27,360.2136,0.0682,0.2542,2.2433,11.0483,Y,1.89,43.83,3.05
22.6.,80,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,194.88,0.35,282.7077,0.0917,0.2437,2.903,13.3948,N,1.3,43.55,1.78
22.6.,80,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,272.23,0.27,463.9626,0.059,0.2173,1.5571,5.7861,N,2.37,38.79,4.27
22.6.,80,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,261.1,0.27,221.4064,0.0903,0.2899,2.0466,10.0092,Y,1.62,42.75,3.17
22.6.,80,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,248.7,0.24,70.9801,0.1541,0.3492,4.9865,9.6889,Y,1.39,41.59,1.95
22.6.,80,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,369.2,0.17,89.5312,0.1175,0.3591,3.9543,6.8345,N,1.35,39.76,3.11
22.6.,80,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,285.6,0.19,69.269,0.1465,0.3761,6.9508,10.1284,Y,0.99,41.6,2.48
22.6.,80,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,463.55,0.15,134.5831,0.0857,0.3463,4.2441,7.2875,N,1.27,39.13,3.17
22.6.,80,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,280.87,0.22,92.667,0.1137,0.3699,5.6386,9.9815,N,1.41,42.34,2.79
22.6.,80,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,298.02,0.2,118.3756,0.0858,0.3515,3.6014,7.8991,N,1.36,39.25,2.25
22.6.,80,N,non-clon,Trifolium_montanum_L.,NA,NA,287.7,0.2,471.7824,0.058,0.2307,0.308,0.9463,N,3.03,41,4.45
22.6.,80,N,non-clon,Trifolium_montanum_L.,NA,NA,433.8,0.17,273.5331,0.0646,0.2838,0.283,1.0143,N,4.14,39.61,5.08
22.6.,80,N,non-clon,Trifolium_montanum_L.,NA,NA,299.17,0.17,219.7939,0.0797,0.3038,0.488,1.7565,N,4.09,41.08,4.71
22.6.,80,N,non-clon,Trifolium_montanum_L.,NA,NA,273.06,0.2,356.7684,0.0726,0.2446,0.4096,0.6218,N,4.62,39.75,4.76
22.6.,80,N,non-clon,Trifolium_montanum_L.,NA,NA,272.88,0.2,243.4213,0.0769,0.2721,0.5314,1.3128,N,4.89,40.52,4.88
22.6.,80,N,non-clon,Trifolium_montanum_L.,NA,NA,287.43,0.19,233.9496,0.0753,0.2841,0.5029,1.0716,N,5.32,40.02,5.3
22.6.,80,N,clon,Artemisia_absinthium,stolon,NA,248.62,0.18,503.9797,0.0655,0.2175,2.8399,7.8728,N,2.34,43.14,3.36
22.6.,80,N,clon,Artemisia_absinthium,stolon,NA,258.2,0.18,250.7415,0.0769,0.2499,5.1102,6.815,N,1.63,36.74,3.21
22.6.,80,N,clon,Artemisia_absinthium,stolon,NA,295.17,0.17,340.6888,0.0744,0.2271,3.3657,7.451,N,2.07,41.69,3.35
22.6.,80,N,clon,Artemisia_absinthium,stolon,NA,193.14,0.26,267.6531,0.0709,0.2878,5.7661,7.3992,N,1.5,42.11,2.29
22.6.,80,N,clon,Artemisia_absinthium,stolon,NA,221.02,0.23,216.0127,0.0699,0.3018,4.9236,7.629,N,1.57,43.57,2.83
22.6.,80,N,clon,Artemisia_absinthium,stolon,NA,239.35,0.19,292.8053,0.077,0.2435,3.0675,8.2887,N,2.35,42.51,3
22.6.,80,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,371.7,0.13,147.2221,0.0893,0.3385,4.4989,9.1144,N,1.2,41.45,2.62
22.6.,80,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,541.69,0.14,118.8768,0.1053,0.3582,3.2485,6.2426,N,2.01,41.56,4.23
22.6.,80,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,455.79,0.15,301.4456,0.0638,0.2793,1.8338,7.101,N,2.58,40.51,3.11
22.6.,80,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,353.3,0.16,192.0589,0.0841,0.3288,8.3012,5.5091,N,1.77,40.15,2.49
22.6.,80,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,614.43,0.14,232.0231,0.0769,0.3095,4.973,6.3056,N,1.62,37.94,2.83
22.6.,80,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,435.86,0.16,180.1033,0.0818,0.317,4.1484,6.2859,N,1.82,39.02,3.58
22.6.,80,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,640.49,0.19,707.6011,0.1046,0.1652,0.2284,2.1369,N,3.45,41,4.3
22.6.,80,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,790.54,0.23,947.9737,0.0663,0.1699,0.2929,2.5077,N,3.47,40.53,4.77
22.6.,80,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,615.49,0.22,810.9364,0.0824,0.1551,0.3097,2.3773,N,3.13,41.4,3.85
22.6.,80,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,679.34,0.2,695.0288,0.0825,0.1585,0.2134,1.8005,N,3.32,40.76,4.33
22.6.,80,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,917.83,0.21,1001.3694,0.0774,0.1501,0.2288,2.5526,N,3.65,40.97,4.03
22.6.,80,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,660.69,0.19,883.7965,0.0699,0.1504,0.4085,3.0909,N,3.59,41.32,4.64
22.6.,80,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,813.13,0.19,374.1578,0.1062,0.1797,0.4601,1.6682,N,5.95,41.34,3.69
22.6.,80,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,592.98,0.19,222.4996,0.113,0.2199,0.4072,1.2694,N,5.26,40.05,3.44
22.6.,80,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,415.95,0.2,285.8187,0.1374,0.1779,0.877,3.5502,Y,4.38,41.78,3.36
22.6.,80,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,621.06,0.18,189.9643,0.1244,0.2359,0.8012,3.1429,Y,4.65,37.84,3.77
22.6.,80,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,440.76,0.19,207.1228,0.1132,0.2256,0.2572,0.929,N,5.05,39.89,3.91
22.6.,80,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,667.62,0.18,586.2755,0.0966,0.1595,0.0186,0.017,N,3,47.86,4.01
22.6.,80,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,700.76,0.18,206.8586,0.0857,0.27,0.0636,0.3326,N,4.74,40.42,5.02
22.6.,80,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,806.74,0.18,453.5279,0.0683,0.2068,0.0362,0.1768,N,3.87,42.07,4.83
22.6.,80,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,610.79,0.2,419.3589,0.0732,0.2234,0.2202,1.3838,N,3.49,40.18,4.88
22.6.,80,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,677.02,0.19,410.5927,0.0658,0.223,0.1218,0.9312,N,4.85,39.94,4.75
22.6.,80,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,698.78,0.19,252.8232,0.0695,0.2742,0.1283,0.5605,N,5.24,39.9,5.05
22.6.,80,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,624.59,0.18,435.5143,0.0636,0.2146,0.0865,0.4425,N,5.47,40.07,5.53
22.6.,80,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,437.21,0.15,299.2515,0.0932,0.2076,1.1022,5.4752,Y,1.92,35.3,4.19
22.6.,80,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,501.39,0.12,259.4461,0.0968,0.2413,0.5558,1.7657,N,1.95,34.85,3.79
22.6.,80,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,544.89,0.15,285.3451,0.1097,0.2209,1.4466,6.2171,N,1.71,34.48,5.42
22.6.,80,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,448.9,0.13,267.2651,0.0979,0.2215,1.1012,5.0598,N,2.23,39.85,3.31
22.6.,80,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,427.62,0.17,162.6459,0.1068,0.2802,1.7522,7.4254,Y,2.01,39.06,4.51
22.6.,80,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,346.17,0.18,230.4938,0.1378,0.2364,1.8976,7.748,N,1.62,38.02,3.27
22.6.,80,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,382.87,0.19,522.9619,0.0764,0.2284,2.8625,7.1481,N,1.87,42.62,3.21
22.6.,80,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,408.12,0.19,423.312,0.0714,0.2177,2.0097,7.3785,Y,1.79,32.74,4.38
22.6.,80,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,365.12,0.26,460.6879,0.073,0.2237,1.345,4.6977,N,2.26,41.72,3.99
22.6.,80,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,359.73,0.2,324.376,0.0851,0.2836,2.1106,6.8662,Y,2.05,42.91,3.99
22.6.,80,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,307.98,0.21,430.2392,0.0728,0.2405,2.3623,8.6509,Y,1.97,41.16,3.59
22.6.,80,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,480.64,0.2,268.0129,0.084,0.2891,0.2308,1.9491,N,2.35,41.6,5.14
22.6.,80,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,D,D,D,D,D,D,D,D,D,D,D
22.6.,80,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,374.69,0.21,387.6062,0.0605,0.2378,0.7786,2.8544,N,2.62,39.39,4.03
22.6.,80,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,369.48,0.22,368.5846,0.0874,0.2193,1.1297,3.9573,N,3,41.03,4.61
22.6.,80,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,333.85,0.23,254.5758,0.1041,0.2332,2.3027,6.4344,N,2.91,41.46,4.74
22.6.,80,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,418.18,0.23,282.0236,0.0813,0.2641,1.4447,4.6459,N,3.49,41.44,4.56
22.6.,80,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,403.74,0.23,381.2758,0.0717,0.2149,0.3612,1.7643,N,3.68,40.59,4.53
22.6.,80,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,337.82,0.16,225.7,0.1249,0.2604,4.3194,6.3742,N,1.83,42.16,2.68
22.6.,80,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,299.21,0.2,152.45,0.1402,0.2786,3.6303,8.2015,N,1.82,44.63,3.04
22.6.,80,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,403.91,0.19,307.3315,0.1132,0.2371,2.761,10.1512,N,2.17,44.69,2.57
22.6.,80,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,215.19,0.22,188.2723,0.1415,0.2318,4.0622,10.4636,N,1.64,42.59,2.53
22.6.,80,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,286.31,0.19,212.2529,0.1371,0.2338,5.24,10.3488,N,1.42,42.96,3.05
22.6.,80,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,334.68,0.19,229.3484,0.1522,0.2151,4.7902,9.8767,N,1.47,43.51,2.57
22.6.,80,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,275.82,0.15,228.557,0.0765,0.3453,1.2274,4.1551,N,3.47,41.3,4.5
22.6.,80,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,262.2,0.18,217.1936,0.0634,0.3853,1.0473,4.1487,N,3.61,41.02,4.65
22.6.,80,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,313.33,0.16,186.2636,0.062,0.3924,0.4462,1.5077,N,3.84,37.63,4.95
22.6.,80,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,257.04,0.2,242.2095,0.0637,0.3251,0.3596,2.2326,N,3.58,37.87,3.97
22.6.,80,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,209.56,0.18,284.1139,0.0573,0.3266,0.7464,2.6049,N,3.64,41.7,3.89
22.6.,80,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,291.48,0.16,215.5337,0.0466,0.3787,0.2696,0.711,N,4,37.58,4.79
3.7._,90,N,non-clon,Artemisia_campestris_L.,NA,NA,455.74,0.09,338.9347,0.0736,0.2518,0.9528,5.8904,N,3.85,37.58,4.6
3.7._,90,N,non-clon,Artemisia_campestris_L.,NA,NA,775.45,0.08,464.798,0.0659,0.2314,0.747,4.6252,N,3.81,38.45,5.62
3.7._,90,N,non-clon,Artemisia_campestris_L.,NA,NA,436.9,0.1,366.9598,0.0736,0.2366,0.5284,3.5886,N,4.3,41.07,4.09
3.7._,90,N,non-clon,Artemisia_campestris_L.,NA,NA,340.74,0.11,300.2763,0.0596,0.2853,3.0953,7.5782,N,3.24,38.03,3.93
3.7._,90,N,non-clon,Artemisia_campestris_L.,NA,NA,602.75,0.07,410.2455,0.0664,0.2164,0.044,0.3104,N,4.35,41.81,5.33
3.7._,90,N,non-clon,Artemisia_campestris_L.,NA,NA,414.81,0.12,685.054,0.0535,0.213,0.5127,3.4306,N,5.2,40.33,4.56
3.7._,90,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,387.29,0.13,106.9618,0.1062,0.3289,2.4931,7.9805,N,4.42,37.91,2.99
3.7._,90,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,348.05,0.13,271.8611,0.0721,0.2722,2.0067,8.5876,N,5.19,40.54,3.4
3.7._,90,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,452.11,0.12,214.2173,0.0807,0.275,1.7241,8.4481,N,4.77,38.87,3.21
3.7._,90,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,352.19,0.16,110.8552,0.0932,0.3746,4.0354,13.1115,N,3.26,39.93,3.03
3.7._,90,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,281.29,0.17,205.0515,0.0834,0.2874,4.2114,9.8116,N,2.74,36.4,5.19
3.7._,90,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,188.63,0.2,103.8871,0.1617,0.281,7.371,6.4028,N,1.76,35.26,3.76
3.7._,90,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,193.5,0.23,665.1465,0.0822,0.1561,0.8774,4.8417,N,3.51,42.03,4.1
3.7._,90,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,282.63,0.14,542.8662,0.0994,0.1624,0.252,1.9685,Y,3.27,42.52,3.96
3.7._,90,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,195.93,0.22,901.7816,0.1107,0.1341,0.5348,4.4269,N,3.15,44.16,3.78
3.7._,90,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,225.26,0.16,537.5693,0.1041,0.1532,0.3247,2.7096,N,3.69,44.67,3.62
3.7._,90,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,356.01,0.16,470.4719,0.1097,0.1521,0.1123,0.6395,N,2.89,42.78,3.94
3.7._,90,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,285.67,0.16,612.1847,0.0835,0.151,0.3246,2.1567,Y,2.79,43.4,3.96
3.7._,90,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,598.54,0.17,369.2156,0.121,0.1784,1.5443,11.936,Y,3.01,40.62,4.75
3.7._,90,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,526.55,0.2,322.8418,0.1007,0.191,1.7365,11.3168,Y,2.89,42.2,3.83
3.7._,90,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,414.78,0.17,259.4586,0.118,0.2173,2.169,10.8687,Y,2.76,36.32,3.17
3.7._,90,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,476.14,0.18,245.8642,0.1275,0.2243,3.2724,13.8672,Y,2.8,43.38,2.41
3.7._,90,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,322.76,0.25,153.3364,0.1551,0.2281,3.3012,13.9055,Y,2.59,42.27,2.11
3.7._,90,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,482.04,0.16,230.4134,0.1107,0.2197,1.7674,8.8668,Y,2.27,39.19,2.19
3.7._,90,N,non-clon,Hypericum_montanum_L.,NA,NA,933.22,0.17,450.1562,0.0699,0.2039,0.0058,0.0288,N,NA,MV,4.8
3.7._,90,N,non-clon,Hypericum_montanum_L.,NA,NA,690.21,0.26,559.2582,0.0943,0.1817,0.002,0.0045,N,MV,MV,3.77
3.7._,90,N,non-clon,Hypericum_montanum_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
3.7._,90,N,non-clon,Hypericum_montanum_L.,NA,NA,681.69,0.21,600.2695,0.0664,0.1846,0.0112,0.0893,N,2.29,MV,3.52
3.7._,90,N,non-clon,Hypericum_montanum_L.,NA,NA,727.1,0.23,296.3142,0.0603,0.2577,0.0096,0.0385,N,3.4,MV,3.26
3.7._,90,N,non-clon,Hypericum_montanum_L.,NA,NA,1437.67,0.14,393.0212,0.0713,0.205,0.0066,0.0307,N,MV,MV,4.36
3.7._,90,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,423.29,0.11,503.2921,0.0767,0.1741,0.5777,4.5897,N,3.26,37.63,5
3.7._,90,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,414.71,0.11,383.2338,0.179,0.2133,0.9974,6.2257,N,2.93,37.58,4.65
3.7._,90,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,425.64,0.11,425.2078,0.0914,0.2162,0.6212,6.5824,Y,2.09,39.98,3.61
3.7._,90,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,465.79,0.1,370.3831,0.1026,0.2096,0.4189,3.1265,N,3.1,44.96,5.2
3.7._,90,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,380.51,0.1,450.5212,0.0792,0.2225,0.4324,3.8491,N,3.16,42.37,4.94
3.7._,90,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,354.94,0.13,498.2633,0.0857,0.1896,1.0381,10.173,Y,1.75,29.04,4.01
3.7._,90,N,non-clon,Lythrum_salicaria_L.,NA,NA,493.22,0.16,237.0039,0.0755,0.3121,5.0899,20.8272,Y,2.77,41.93,2.28
3.7._,90,N,non-clon,Lythrum_salicaria_L.,NA,NA,391.33,0.18,314.3664,0.0617,0.2956,5.1813,24.7517,Y,3,42.72,2.59
3.7._,90,N,non-clon,Lythrum_salicaria_L.,NA,NA,467.71,0.16,488.8671,0.0578,0.2434,3.5952,20.0831,Y,2.5,43.13,2.83
3.7._,90,N,non-clon,Lythrum_salicaria_L.,NA,NA,401.83,0.19,349.8386,0.0684,0.284,6.3177,24.0496,Y,2.22,43.2,3.24
3.7._,90,N,non-clon,Lythrum_salicaria_L.,NA,NA,410.39,0.2,294.7557,0.0776,0.2741,4.3879,24.436,Y,2.28,43.17,2.17
3.7._,90,N,non-clon,Lythrum_salicaria_L.,NA,NA,403.66,0.19,428.0936,0.0704,0.2663,4.2756,22.2935,Y,2.45,42.46,3.68
3.7._,90,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,364.62,0.22,148.8856,0.1341,0.2904,2.7717,13.3925,Y,2.45,44,3.75
3.7._,90,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,419.14,0.22,204.3519,0.1033,0.287,1.9138,15.1109,Y,2.53,44.77,3.19
3.7._,90,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,337.64,0.25,285.3154,0.1106,0.2375,5.8085,16.7287,N,2.06,42.38,3.25
3.7._,90,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,383.44,0.2,352.9251,0.0782,0.25,1.192,7.5593,Y,2.65,43.39,3.46
3.7._,90,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,360.04,0.22,183.8819,0.1038,0.3058,2.4671,10.9752,Y,2.37,42.2,3.89
3.7._,90,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,341.01,0.22,427.8618,0.107,0.2044,1.0816,10.705,Y,2.27,43.34,3.36
3.7._,90,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,478.36,0.17,153.669,0.0935,0.3139,4.3979,8.8874,Y,1.96,41.71,2.92
3.7._,90,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,416.91,0.18,104.7148,0.1051,0.3463,6.1094,11.8849,N,1.59,40.88,3.98
3.7._,90,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,278.86,0.23,162.8609,0.1024,0.2849,6.8875,11.1151,N,1.85,41.21,3.09
3.7._,90,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,400.72,0.17,117.0733,0.0993,0.3557,6.1988,13.5631,Y,1.67,38.7,3.75
3.7._,90,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,517.6,0.17,125.6022,0.0889,0.3532,2.6786,8.8826,Y,2.69,44.34,4.32
3.7._,90,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,492.5,0.14,158.9947,0.0793,0.3368,5.6152,11.4728,N,2.19,42.16,2.8
3.7._,90,N,non-clon,Trifolium_montanum_L.,NA,NA,287.18,0.22,255.9009,0.0822,0.2583,0.586,1.0064,N,3.93,45.62,4.33
3.7._,90,N,non-clon,Trifolium_montanum_L.,NA,NA,372.21,0.21,234.5847,0.0759,0.2944,0.3607,1.0069,N,4.19,39.72,4.1
3.7._,90,N,non-clon,Trifolium_montanum_L.,NA,NA,294.44,0.21,232.7653,0.0865,0.2668,0.5319,1.4486,N,3.75,43.51,3.51
3.7._,90,N,non-clon,Trifolium_montanum_L.,NA,NA,364.53,0.18,226.5868,0.0913,0.2784,0.5544,1.3673,N,3.25,40.04,4.66
3.7._,90,N,non-clon,Trifolium_montanum_L.,NA,NA,411.6,0.19,242.3233,0.0856,0.2649,0.297,1.3959,N,3.64,40.22,5.56
3.7._,90,N,non-clon,Trifolium_montanum_L.,NA,NA,497.14,0.18,186.1003,0.0865,0.3276,0.307,0.8058,N,3.56,40.32,5.03
3.7._,90,N,clon,Artemisia_absinthium,stolon,NA,291.55,0.22,169.0047,0.0852,0.3357,6.2782,13.4996,N,2.93,42.23,4.94
3.7._,90,N,clon,Artemisia_absinthium,stolon,NA,443.41,0.2,344.7802,0.081,0.2388,3.3095,12.1529,N,2.81,42.93,6.54
3.7._,90,N,clon,Artemisia_absinthium,stolon,NA,378.57,0.19,171.2791,0.144,0.269,5.3089,9.2759,N,2.2,45.14,4.52
3.7._,90,N,clon,Artemisia_absinthium,stolon,NA,450.09,0.17,306.0886,0.0937,0.2587,2.7766,10.4275,N,2.7,43.44,5.58
3.7._,90,N,clon,Artemisia_absinthium,stolon,NA,423.77,0.16,430.9194,0.0819,0.2169,4.5904,9.7134,N,1.93,30.94,4.16
3.7._,90,N,clon,Artemisia_absinthium,stolon,NA,305.2,0.22,209.9995,0.0904,0.3126,5.1418,13.5465,N,3.03,33.77,4.97
3.7._,90,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,520.33,0.12,500.5891,0.0556,0.255,1.0898,8.692,Y,3.82,42.82,5.57
3.7._,90,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,396.82,0.14,190.3731,0.0692,0.3509,2.7764,14.5689,Y,2.67,40.73,2.71
3.7._,90,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,462.81,0.12,190.6566,0.106,0.3108,1.8166,9.5576,N,4.14,43.96,7.79
3.7._,90,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,380.54,0.15,246.6784,0.0736,0.3019,2.0338,13.075,Y,3.94,37.74,4.88
3.7._,90,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,416.92,0.14,254.399,0.0786,0.3167,2.9401,14.5982,Y,2.95,40.49,4.62
3.7._,90,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,431.89,0.11,288.7341,0.0608,0.3,2.3649,8.4455,N,3.19,39.58,4.88
3.7._,90,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,315.71,0.26,611.752,0.1096,0.1568,0.3529,2.9373,N,3.06,43.88,5.74
3.7._,90,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,291.76,0.27,754.3018,0.1313,0.1481,0.7261,6.8687,N,2.95,44.85,5.39
3.7._,90,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,387.04,0.18,626.6878,0.1141,0.1461,0.2388,2.8143,N,2.88,46.48,5.32
3.7._,90,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,310.82,0.25,531.7838,0.1389,0.1529,0.3007,2.3965,N,3.33,42.94,5.37
3.7._,90,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,365.25,0.21,612.3616,0.1082,0.1484,0.1774,2.2948,N,3.47,40.76,5.53
