Date_2023,Age_days,Injury,Clonality,Spec,CGO,Removed_AB,SLA,LDMC,SRL,RDMC,Root_diameter,BB,AB,Flowering,N_roots,C_roots,N_leaves
24.-28.7.,115,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,235.27,0.19,215.0389,0.0731,0.3533,8.0907,23.6871,Y,2.78,45.15,5.06
24.-28.7.,115,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,260.54,0.14,166.0871,0.0681,0.4036,1.3693,5.2438,Y,2.41,40.71,3.72
24.-28.7.,115,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,196.76,0.18,195.9274,0.076,0.3817,3.5615,7.0071,Y,2.73,42.95,5.19
24.-28.7.,115,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,178.42,0.17,178.5383,0.1069,0.347,5.4727,16.4556,Y,3.02,45.62,4.71
24.-28.7.,115,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,317.16,0.13,247.8175,0.0796,0.3108,1.7528,6.4315,Y,2.77,42.48,4.06
24.-28.7.,115,Y,non-clon,Artemisia_campestris_L.,NA,5.244,MV,MV,MV,MV,MV,MV,MV,N,MV,MV,MV
24.-28.7.,115,Y,non-clon,Artemisia_campestris_L.,NA,5.929,451.77,0.08,337.4258,0.0617,0.2508,0.9091,2.4678,N,4.07,42.4,6.63
24.-28.7.,115,Y,non-clon,Artemisia_campestris_L.,NA,6.176,601.72,0.09,273.059,0.058,0.282,0.8553,3.1164,N,4.61,43.39,6.04
24.-28.7.,115,Y,non-clon,Artemisia_campestris_L.,NA,5.709,561.97,0.09,432.5806,0.07,0.2393,0.5973,1.5909,N,5.09,42.57,5.67
24.-28.7.,115,Y,non-clon,Artemisia_campestris_L.,NA,4.835,MV,MV,MV,MV,MV,MV,MV,N,MV,MV,MV
24.-28.7.,115,Y,non-clon,Artemisia_campestris_L.,NA,6.343,MV,MV,MV,MV,MV,MV,MV,N,MV,MV,MV
24.-28.7.,115,Y,non-clon,Centaurea_stoebe_L._s.l.,NA,7.99,519.13,0.09,353.0797,0.0488,0.3141,1.2178,2.6262,N,5.69,46.93,5.45
24.-28.7.,115,Y,non-clon,Centaurea_stoebe_L._s.l.,NA,8.572,520.3,0.09,250.1248,0.0845,0.245,1.7912,2.6838,N,5.44,43.09,4.84
24.-28.7.,115,Y,non-clon,Centaurea_stoebe_L._s.l.,NA,7.645,563.23,0.09,243.1819,0.0637,0.2977,1.4639,2.5817,N,6.24,56.06,5.55
24.-28.7.,115,Y,non-clon,Centaurea_stoebe_L._s.l.,NA,8.012,613.8,0.08,221.9328,0.066,0.2928,1.5617,3.364,N,5.55,48.23,5.4
24.-28.7.,115,Y,non-clon,Centaurea_stoebe_L._s.l.,NA,7.449,424.34,0.11,274.4898,0.0866,0.2449,1.53,1.9986,N,3.81,38.76,4.82
24.-28.7.,115,Y,non-clon,Centaurea_stoebe_L._s.l.,NA,14.791,535.8,0.1,529.3772,0.0663,0.2068,0.928,0.8958,Y,4.47,45.8,5.63
24.-28.7.,115,Y,non-clon,Dianthus_carthusianorum_L.,NA,0.8116,298.5,0.19,565.2945,0.1172,0.1481,0.1231,0.3587,N,3.88,48.63,5.44
24.-28.7.,115,Y,non-clon,Dianthus_carthusianorum_L.,NA,1.5218,256.55,0.19,430.4512,0.1213,0.1609,0.207,0.9574,N,4.19,45.83,5.06
24.-28.7.,115,Y,non-clon,Dianthus_carthusianorum_L.,NA,2.0891,293.52,0.19,328.0958,0.1561,0.164,0.3116,0.9798,N,3.72,47.14,5.45
24.-28.7.,115,Y,non-clon,Dianthus_carthusianorum_L.,NA,1.4176,269.6,0.22,383.8159,0.1345,0.159,0.2125,0.6982,N,4.78,45.91,5.31
24.-28.7.,115,Y,non-clon,Dianthus_carthusianorum_L.,NA,0.7642,252.36,0.17,446.8963,0.1228,0.1614,0.1111,0.5178,N,5.02,50.23,6.06
24.-28.7.,115,Y,non-clon,Dianthus_carthusianorum_L.,NA,3.9717,274.78,0.18,551.3205,0.136,0.1424,0.3955,0.9382,N,3.01,40.25,5.21
24.-28.7.,115,Y,non-clon,Galium_album_Mill._ssp._Album,NA,11.301,801.37,0.13,248.0135,0.1247,0.2276,1.1763,4.8812,Y,4.17,46.37,6.18
24.-28.7.,115,Y,non-clon,Galium_album_Mill._ssp._Album,NA,7.755,675.67,0.15,300.503,0.0999,0.2204,1.3508,5.8681,Y,4.04,41.33,6.18
24.-28.7.,115,Y,non-clon,Galium_album_Mill._ssp._Album,NA,10.978,660,0.16,282.8628,0.1018,0.2017,1.6133,7.6911,Y,4.43,44.02,5.83
24.-28.7.,115,Y,non-clon,Galium_album_Mill._ssp._Album,NA,9.482,668.87,0.13,405.7534,0.1251,0.1745,1.4876,5.1459,Y,3.85,43.59,6.2
24.-28.7.,115,Y,non-clon,Galium_album_Mill._ssp._Album,NA,12.137,724.12,0.12,294.1548,0.1351,0.1872,1.9808,7.4297,Y,4.07,45.2,5.85
24.-28.7.,115,Y,non-clon,Galium_album_Mill._ssp._Album,NA,12.851,D,D,MV,MV,MV,MV,MV,Y,3.34,42.94,D
24.-28.7.,115,Y,non-clon,Hypericum_montanum_L.,NA,0.0181,744.43,0.15,482.96,0.0704,0.2084,0.004,0.0052,N,3.56,43.16,3.29
24.-28.7.,115,Y,non-clon,Hypericum_montanum_L.,NA,D,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,Y,non-clon,Hypericum_montanum_L.,NA,D,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,Y,non-clon,Hypericum_montanum_L.,NA,D,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,Y,non-clon,Hypericum_montanum_L.,NA,0.0091,586.85,0.22,293.9812,0.1017,0.2278,0.0082,0.0277,N,5.58,43.33,4.65
24.-28.7.,115,Y,non-clon,Hypericum_montanum_L.,NA,0.0372,867.83,0.15,380.0077,0.0851,0.2249,0.004,0.0039,N,3.63,43.74,4.18
24.-28.7.,115,Y,non-clon,Lychnis_flos-cuculi_L.,NA,7.225,662.96,0.07,422.033,0.0884,0.1979,0.1695,1.4574,Y,2.27,43.25,5.61
24.-28.7.,115,Y,non-clon,Lychnis_flos-cuculi_L.,NA,7.722,1128.52,0.05,281.3297,0.1139,0.2356,0.3547,2.4434,Y,2.1,38.96,5.22
24.-28.7.,115,Y,non-clon,Lychnis_flos-cuculi_L.,NA,7.922,498.19,0.09,396.7716,0.1129,0.2094,0.4488,2.0779,Y,2.58,41.33,4.68
24.-28.7.,115,Y,non-clon,Lychnis_flos-cuculi_L.,NA,3.957,482.05,0.09,506.4575,0.079,0.2058,0.2061,2.4889,N,2.33,40.91,5.03
24.-28.7.,115,Y,non-clon,Lychnis_flos-cuculi_L.,NA,3.776,503.64,0.1,794.1156,0.0677,0.1578,0.2663,2.0813,N,3.59,41.39,4.62
24.-28.7.,115,Y,non-clon,Lychnis_flos-cuculi_L.,NA,6.974,542.34,0.09,562.2182,0.0915,0.2025,0.2791,0.527,Y,2.75,40.52,5.73
24.-28.7.,115,Y,non-clon,Lythrum_salicaria_L.,NA,19.093,641.86,0.14,338.6204,0.0807,0.2485,1.602,2.8912,Y,2.71,37.36,5.97
24.-28.7.,115,Y,non-clon,Lythrum_salicaria_L.,NA,24.327,624.87,0.15,306.9594,0.0875,0.2952,5.2156,6.1376,Y,2.77,41.49,4.77
24.-28.7.,115,Y,non-clon,Lythrum_salicaria_L.,NA,29.389,636.42,0.15,314.7648,0.0912,0.2816,5.4749,5.9299,Y,2.49,38.64,5.01
24.-28.7.,115,Y,non-clon,Lythrum_salicaria_L.,NA,20.444,666.76,0.13,272.0431,0.1003,0.2649,4.8784,4.0794,Y,2.14,45.27,4.54
24.-28.7.,115,Y,non-clon,Lythrum_salicaria_L.,NA,20.487,843.29,0.11,402.4776,0.0689,0.2634,2.2361,3.4333,Y,2.64,43.83,5.25
24.-28.7.,115,Y,non-clon,Lythrum_salicaria_L.,NA,21.903,748.9,0.12,373.8794,0.0874,0.2741,4.4374,3.8355,Y,2.61,43.31,5.65
24.-28.7.,115,Y,non-clon,Sanguisorba_minor_Scop._s.l.,NA,14.563,540.05,0.18,190.3555,0.1452,0.2666,2.3243,4.178,Y,3.43,48.13,5.74
24.-28.7.,115,Y,non-clon,Sanguisorba_minor_Scop._s.l.,NA,10.658,705.68,0.18,279.3014,0.1185,0.2531,1.5455,3.2918,N,3.06,45.26,5.26
24.-28.7.,115,Y,non-clon,Sanguisorba_minor_Scop._s.l.,NA,11.638,647.86,0.17,280.4716,0.1507,0.2161,2.0209,3.2446,N,2.52,43.58,4.73
24.-28.7.,115,Y,non-clon,Sanguisorba_minor_Scop._s.l.,NA,13.326,584.64,0.19,217.1956,0.1343,0.2654,1.2183,4.9038,Y,2.73,44.47,5.23
24.-28.7.,115,Y,non-clon,Sanguisorba_minor_Scop._s.l.,NA,13.006,501.54,0.17,236.2749,0.1807,0.218,2.0015,1.6945,Y,2.54,46.09,5.8
24.-28.7.,115,Y,non-clon,Sanguisorba_minor_Scop._s.l.,NA,11.345,627.72,0.16,267.8396,0.1077,0.2522,1.42,3.7,Y,3.43,44.26,5.17
24.-28.7.,115,Y,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,10.953,686.2,0.12,200.0484,0.0918,0.2833,3.055,2.6969,N,2.35,41.21,5.81
24.-28.7.,115,Y,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,11.343,780.73,0.11,314.7079,0.0816,0.2405,1.378,1.2273,Y,2.02,48.28,5.73
24.-28.7.,115,Y,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,12.223,571.02,0.12,94.6349,0.0942,0.3752,3.7075,3.0955,Y,3.63,45.42,5.46
24.-28.7.,115,Y,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,10.63,695,0.12,234.8477,0.0808,0.2618,3.1194,3.063,N,2.37,44.77,5.62
24.-28.7.,115,Y,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,8.638,693.73,0.11,212.4925,0.0869,0.265,2.1622,2.122,N,3.88,45.61,5.7
24.-28.7.,115,Y,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,11.242,759.9,0.11,203.3597,0.0799,0.2698,2.7786,2.753,N,3.26,45.5,5.56
24.-28.7.,115,Y,non-clon,Trifolium_montanum_L.,NA,1.5652,347.66,0.19,376.7665,0.0715,0.2401,0.4548,0.6794,N,7.16,42.79,4.75
24.-28.7.,115,Y,non-clon,Trifolium_montanum_L.,NA,0.6085,388.56,0.18,379.846,0.0779,0.2358,0.1345,0.2561,N,5.24,45.92,5.3
24.-28.7.,115,Y,non-clon,Trifolium_montanum_L.,NA,0.8679,401.12,0.18,230.3232,0.0877,0.2986,0.194,0.1285,N,4.54,45.91,4.73
24.-28.7.,115,Y,non-clon,Trifolium_montanum_L.,NA,1.0446,298.26,0.2,304.011,0.0796,0.2492,0.3298,0.4673,N,5.64,45.2,4.85
24.-28.7.,115,Y,non-clon,Trifolium_montanum_L.,NA,0.7158,283.88,0.2,278.3912,0.081,0.2567,0.5147,0.4826,N,5.8,44.95,4.89
24.-28.7.,115,Y,non-clon,Trifolium_montanum_L.,NA,1.2735,349.99,0.19,197.5581,0.1022,0.2754,0.2941,0.6196,N,4.98,47.24,5.49
24.-28.7.,115,Y,clon,Artemisia_absinthium,stolon,11.709,702.06,0.1,307.7892,0.0674,0.2862,2.7718,3.4836,N,3.07,49.52,6.67
24.-28.7.,115,Y,clon,Artemisia_absinthium,stolon,10.718,896.1,0.09,210.3739,0.169,0.2246,2.1725,1.0124,N,2.85,49.08,6.42
24.-28.7.,115,Y,clon,Artemisia_absinthium,stolon,10.378,730.26,0.1,250.3953,0.0786,0.2793,3.0794,4.1961,N,3.86,54.73,6.68
24.-28.7.,115,Y,clon,Artemisia_absinthium,stolon,10.408,559.69,0.12,286.0905,0.1068,0.2597,3.9568,5.4288,N,2.7,50.21,5.94
24.-28.7.,115,Y,clon,Artemisia_absinthium,stolon,10.596,MV,MV,MV,MV,MV,MV,MV,N,2.55,51.47,MV
24.-28.7.,115,Y,clon,Artemisia_absinthium,stolon,9.988,679.33,0.11,330.5399,0.1054,0.2001,1.1908,1.4846,N,3.19,55.91,6.08
24.-28.7.,115,Y,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,12.066,594.51,0.08,361.6171,0.0573,0.2969,1.8641,4.2025,N,3.29,44.67,6.08
24.-28.7.,115,Y,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,17.522,672.51,0.08,152.5348,0.0552,0.3872,1.7309,3.6434,Y,3.48,43.59,5.93
24.-28.7.,115,Y,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,8.681,628.67,0.07,311.1667,0.0785,0.2628,1.331,2.9717,N,3.71,43.4,5.59
24.-28.7.,115,Y,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,8.626,609.89,0.07,321.5331,0.0595,0.2884,1.6257,4.5715,N,4.63,44.59,5.85
24.-28.7.,115,Y,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,11.558,459.68,0.08,225.2507,0.0672,0.3385,2.3802,6.9574,N,4.27,42.01,4.9
24.-28.7.,115,Y,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,9.561,575.33,0.08,380.6287,0.0569,0.2743,1.5219,4.6033,N,4.14,41.75,5.97
24.-28.7.,115,Y,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,1.7824,514.28,0.17,586.5632,0.1288,0.1402,0.0892,0.1231,N,3.21,43.77,6.56
24.-28.7.,115,Y,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,3.7713,463.28,0.17,690.5235,0.1085,0.1264,0.2241,0.3343,N,3.74,43.96,7.15
24.-28.7.,115,Y,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,2.7146,565.43,0.14,596.1158,0.1097,0.1489,0.1416,0.4077,N,2.76,37.86,7.23
24.-28.7.,115,Y,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,3.3884,MV,MV,MV,MV,MV,MV,MV,N,1.95,52.88,MV
24.-28.7.,115,Y,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,1.9527,522.25,0.16,419.754,0.145,0.1544,0.0726,0.1044,N,3.11,50.61,5.7
24.-28.7.,115,Y,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,5.0518,477.07,0.15,609.538,0.1188,0.1508,0.1973,0.5215,N,3.56,50.34,6.14
24.-28.7.,115,Y,clon,Galium_boreale_L.,hypogeogenous_rhizome,5.745,826.24,0.14,304.9462,0.1078,0.2045,0.4382,1.3667,Y,5.24,51.54,5.59
24.-28.7.,115,Y,clon,Galium_boreale_L.,hypogeogenous_rhizome,5.224,612.26,0.17,290.1432,0.1003,0.2121,0.9341,2.607,Y,4.89,46.39,4.06
24.-28.7.,115,Y,clon,Galium_boreale_L.,hypogeogenous_rhizome,1.849,670.09,0.14,489.389,0.088,0.184,0.258,0.683,N,5.71,45.69,5.64
24.-28.7.,115,Y,clon,Galium_boreale_L.,hypogeogenous_rhizome,5.088,553.15,0.17,422.223,0.0955,0.183,0.8255,2.4586,Y,7.72,64.96,5.04
24.-28.7.,115,Y,clon,Galium_boreale_L.,hypogeogenous_rhizome,3.996,654.45,0.15,296.6865,0.1038,0.2141,0.3037,0.981,Y,8.76,64.13,5.84
24.-28.7.,115,Y,clon,Galium_boreale_L.,hypogeogenous_rhizome,4.505,581.98,0.14,586.7793,0.0875,0.1566,0.7199,2.0647,Y,5.82,45.15,5.34
24.-28.7.,115,Y,clon,Hypericum_maculatum,hypogeogenous_rhizome,1.2093,917.53,0.17,579.4233,0.0602,0.2086,0.0757,0.1827,N,3.68,43.45,5.93
24.-28.7.,115,Y,clon,Hypericum_maculatum,hypogeogenous_rhizome,0.3059,1027.08,0.15,464.859,0.0656,0.2058,0.0337,0.089,N,4.56,55.88,6.38
24.-28.7.,115,Y,clon,Hypericum_maculatum,hypogeogenous_rhizome,1.4537,1054.51,0.15,466.5692,0.0584,0.2329,0.0794,0.101,N,5.23,77.23,6.13
24.-28.7.,115,Y,clon,Hypericum_maculatum,hypogeogenous_rhizome,0.0051,1053.03,0.15,442.976,0.0789,0.1914,0.0024,0.0103,N,6.07,74.95,5.75
24.-28.7.,115,Y,clon,Hypericum_maculatum,hypogeogenous_rhizome,D,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,Y,clon,Hypericum_maculatum,hypogeogenous_rhizome,4.068,1042.82,0.16,647.0376,0.0621,0.2079,0.2582,0.2332,N,3.73,52.08,5.75
24.-28.7.,115,Y,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,4.807,784.18,0.09,300.5454,0.0842,0.2207,0.6649,1.796,Y,4.75,47.12,5.75
24.-28.7.,115,Y,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,0.159,1133.89,0.06,285.4536,0.0733,0.252,0.0163,0.0197,N,4.49,44.8,5.75
24.-28.7.,115,Y,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,11.927,702.42,0.09,249.8254,0.1235,0.2357,2.5704,0.7598,Y,1.59,36.03,5.75
24.-28.7.,115,Y,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,D,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,Y,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,4.802,816.37,0.08,288.1642,0.1071,0.2004,0.626,1.5406,N,2.66,41.92,6.76
24.-28.7.,115,Y,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,4.041,848.34,0.08,344.8397,0.0773,0.2626,0.3091,0.2822,N,2.35,41.91,6.77
24.-28.7.,115,Y,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,17.272,615.44,0.16,171.0266,0.1219,0.299,4.1199,5.9051,Y,2.86,53.2,5.61
24.-28.7.,115,Y,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,15.638,523.82,0.16,279.7069,0.0556,0.3296,2.8958,3.1183,Y,2.78,54.82,6.07
24.-28.7.,115,Y,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,10.555,902.5,0.14,454.8386,0.104,0.2199,1.3958,0.4777,Y,4.22,57.77,6.05
24.-28.7.,115,Y,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,12.641,580,0.15,289.6843,0.0712,0.3149,2.9269,3.3273,Y,2.79,51.27,5.54
24.-28.7.,115,Y,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,13.578,565.82,0.16,310.4681,0.0821,0.2603,3.7423,5.7015,Y,2.57,52.88,5.82
24.-28.7.,115,Y,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,12.067,503.24,0.17,329.8306,0.0982,0.2252,2.076,3.6946,Y,2.91,53.64,5.79
24.-28.7.,115,Y,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,6.688,391.87,0.21,215.7308,0.0946,0.2855,2.0999,5.4841,N,2.75,54.38,6.77
24.-28.7.,115,Y,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,5.538,496.75,0.2,521.8849,0.0659,0.2122,0.6753,2.7211,N,4.41,50.99,5.01
24.-28.7.,115,Y,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,10.014,654.85,0.16,331.1711,0.0808,0.2443,1.5913,1.9277,N,3.84,54.53,4.52
24.-28.7.,115,Y,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,7.773,464.25,0.19,382.8057,0.0772,0.2356,2.1125,6.4652,N,4.79,57.89,5.35
24.-28.7.,115,Y,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,6.472,434.23,0.25,325.415,0.0589,0.2954,1.0828,3.253,N,4.36,54.15,4.5
24.-28.7.,115,Y,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,2.785,495.29,0.18,443.4228,0.0612,0.2189,0.882,2.1674,N,4.58,49.73,6.53
24.-28.7.,115,Y,clon,Tanacetum_vulgare,hypogeogenous_rhizome,16.493,581.76,0.1,249.0089,0.1148,0.2271,4.8626,7.6755,N,3.03,46.74,5.54
24.-28.7.,115,Y,clon,Tanacetum_vulgare,hypogeogenous_rhizome,17.472,697.97,0.09,231.8887,0.0671,0.2961,2.6173,5.0029,Y,2.74,52.97,6.47
24.-28.7.,115,Y,clon,Tanacetum_vulgare,hypogeogenous_rhizome,16.445,499.37,0.13,278.5861,0.101,0.2585,5.0542,9.3209,Y,2.91,49.99,5.79
24.-28.7.,115,Y,clon,Tanacetum_vulgare,hypogeogenous_rhizome,17.539,733.63,0.08,321.3695,0.088,0.2409,3.3597,6.0732,Y,2.26,47.58,7.27
24.-28.7.,115,Y,clon,Tanacetum_vulgare,hypogeogenous_rhizome,15.457,659.5,0.1,341.8815,0.1203,0.2353,4.4291,5.3956,Y,2.18,48.81,6.25
24.-28.7.,115,Y,clon,Tanacetum_vulgare,hypogeogenous_rhizome,18.161,475.97,0.12,187.1714,0.0889,0.3198,5.6141,9.9669,Y,2.53,40.96,6.36
24.-28.7.,115,Y,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,6.363,460.04,0.13,263.8006,0.0817,0.3338,1.3552,0.9006,N,3.59,44.26,5.34
24.-28.7.,115,Y,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,2.724,433.31,0.1,225.3404,0.0614,0.326,0.3663,0.4467,N,3.32,47.29,5.28
24.-28.7.,115,Y,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,4.261,MV,MV,MV,MV,MV,MV,MV,N,2.32,38.59,MV
24.-28.7.,115,Y,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,5.569,439.65,0.16,220.0361,0.0786,0.3565,0.7734,0.5873,N,4.45,45.91,4.87
24.-28.7.,115,Y,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,3.639,356.58,0.13,182.3843,0.0623,0.3614,0.8681,0.5639,N,2.38,36.7,4.77
24.-28.7.,115,Y,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,6.755,MV,MV,378.6948,0.0769,0.2909,0.531,MV,N,2.26,40.36,MV
